"","Start","API","Date_num","Paddy","ACC1","Cumul_since_last","max_EI30_since_last_event","Sum_EC_since_last_event","Microplot","Ruiss","Plot","Plot2","Treatment","Replicate","Coeff","Cumul_corr","Year","Crop","bad_data","Tot_Detachment"
"10879",2017-11-24,5.10743833208634,17494,1,0,0.985,1.22800176759029,1.55837787765265,"OR2-NH1",0,"OR2","OR2","NH","1",NA,1,"17","OR","ok",NA
"10887",2017-11-25,5.73523639594363,17495,3.7,2.5,2.758,1.22800176759029,3.11675575530531,"OR2-NH1",0,"OR2","OR2","NH","1",NA,3.7,"17","OR","ok",NA
"10915",2017-12-10,8.57760455394926,17510,16.2,12.1,16.745,184.583444960256,27.5825076799752,"OR2-NH1",0.15284609422673,"OR2","OR2","NH","1",NA,16.2,"17","OR","ok",NA
"10933",2017-12-28,25.4560081193659,17528,37.2,38.4,30.535,45.1079820778386,25.5426740194563,"OR2-NH1",1.246355154618,"OR2","OR2","NH","1",NA,37.2,"17","OR","ok",NA
"10946",2017-12-30,13.4279131594378,17530,1.2,1.7,5.319,64.315648480686,11.6598347499431,"OR2-NH1",0.23613775818533,"OR2","OR2","NH","1",NA,1.2,"17","OR","ok",NA
"10950",2017-12-31,10.4619843270961,17531,2.7,3.5,3.349,39.0578753775555,15.0697557553053,"OR2-NH1",0.65417396299138,"OR2","OR2","NH","1",NA,2.7,"17","OR","ok",NA
"10965",2018-01-06,1.5844661848669,17537,2.9,2.6,2.955,0,0.51783758674583,"OR2-NH1",0,"OR2","OR2","NH","1",NA,2.9,"18","OR","ok",NA
"10969",2018-01-07,1.55746742011379,17538,1.6,1,0.788,0,0.15933464207564,"OR2-NH1",0,"OR2","OR2","NH","1",NA,1.6,"18","OR","ok",NA
"10980",2018-02-23,9.99641051064049,17585,12.3,11.9,14.381,287.320691800684,25.0079277860489,"OR2-NH1",0.52843073028599,"OR2","OR2","NH","1",NA,12.3,"18","OR","ok",NA
"10985",2018-02-24,12.7203964905249,17586,8.7,8.1,7.289,113.88874363351,21.9457777627639,"OR2-NH1",0.40299355894562,"OR2","OR2","NH","1",NA,8.7,"18","OR","ok",NA
"10988",2018-02-27,25.2948486708326,17589,32.5,25.9,23.64,1012.69185783546,22.6260173485438,"OR2-NH1",1.4605501465129,"OR2","OR2","NH","1",NA,32.5,"18","OR","ok",NA
"10990",2018-03-09,8.13994136050107,17599,11.7,9.9,11.426,269.64712919339,28.3847206454289,"OR2-NH1",0.19448210212753,"OR2","OR2","NH","1",NA,11.7,"18","OR","ok",NA
"10991",2018-03-10,6.80106621581751,17600,1.7,2.8,1.97,33.2126411363539,9.36622705480934,"OR2-NH1",0,"OR2","OR2","NH","1",NA,1.7,"18","OR","ok",NA
"10993",2018-03-12,2.55626758508252,17602,7.3,8.6,6.501,201.113032574513,15.9910576908578,"OR2-NH1",0.31951538193924,"OR2","OR2","NH","1",NA,7.3,"18","OR","ok",NA
"10995",2018-03-18,0.63577757016165,17608,9.1,8,9.456,226.382316978943,22.7313664749094,"OR2-NH1",0.31951538193924,"OR2","OR2","NH","1",NA,9.1,"18","OR","ok",NA
"10996",2018-03-26,0.201429060639507,17616,6.3,5.6,4.728,106.469657675903,13.5113778776527,"OR2-NH1",0.2,"OR2","OR2","NH","1",NA,6.3,"18","OR","ok",NA
"11003",2018-03-31,0.673957122421463,17621,8.7,8.5,1.97,0,1.79737984076611,"OR2-NH1",0.11122787508139,"OR2","OR2","NH","1",NA,8.7,"18","OR","ok",NA
"11007",2018-03-31,1.8862739838138,17621,20.3,16.4,5.516,17.1659690682889,7.38090921687351,"OR2-NH1",0.61222265758496,"OR2","OR2","NH","1",NA,20.3,"18","OR","ok",NA
"11010",2018-04-04,9.57537829293096,17625,37.2,36.4,15.76,39.0578753775555,9.99283366051891,"OR2-NH1",1.246355154618,"OR2","OR2","NH","1",NA,37.2,"18","OR","ok",NA
"11012",2018-04-07,20.0606287748416,17628,26.5,13.9,24.0339999999999,57.7512221580353,9.31375430594784,"OR2-NH1",3.8674107837396,"OR2","OR2","NH","1",NA,26.5,"18","OR","ok",NA
"11018",2018-04-12,1.61726434618317,17633,39.2,23.7,NA,NA,NA,"OR2-NH1",2.1583871246211,"OR2","OR2","NH","1",NA,39.2,"18","OR","ok",NA
"11020",2018-04-20,0.132644646191438,17641,62.7,46.4,37.036,27.5951326069947,9.03363657762816,"OR2-NH1",3.08981141385271,"OR2","OR2","NH","1",NA,62.7,"18","OR","ok",NA
"11028",2018-04-25,5.50216671927695,17646,9.2,6.5,2.167,0,1.83721350128503,"OR2-NH1",0.23613775818533,"OR2","OR2","NH","1",NA,9.2,"18","OR","ok",NA
"11040",2018-04-27,3.4394924247634,17648,14.1,14.2,12.805,22.2339568180658,10.0183376946133,"OR2-NH1",0.5703088195245,"OR2","OR2","NH","1",NA,14.1,"18","OR","ok",NA
"11042",2018-04-28,9.08700372098597,17649,3.9,4.7,2.955,1.22800176759029,1.59821153817156,"OR2-NH1",0.09,"OR2","OR2","NH","1",NA,3.9,"18","OR","ok",NA
"11063",2018-05-04,35.940417200117,17655,71.1,69.6,55.1599999999999,416.044472679179,44.7444763432223,"OR2-NH1",1.676466418997,"OR2","OR2","NH","1",NA,71.1,"18","OR","ok",NA
"11065",2018-05-05,25.1681413867081,17656,5.6,1,5.319,51.3442822890529,12.417997651141,"OR2-NH1",0.028037295012312,"OR2","OR2","NH","1",NA,5.6,"18","OR","ok",NA
"11069",2018-05-07,16.7176089593617,17658,43.1,19.3,7.092,77.873390750623,30.5390256599461,"OR2-NH1",2.5606985066433,"OR2","OR2","NH","1",NA,43.1,"18","OR","ok",NA
"11075",2018-05-13,23.4384847870347,17664,6.4,7.3,26.0039999999999,192.815244301084,15.9855809684767,"OR2-NH1",0.069625571202259,"OR2","OR2","NH","1",NA,6.4,"18","OR","ok",NA
"11077",2018-05-15,8.13891801406411,17666,19.8,15.7,9.259,17.1659690682889,7.30124189583569,"OR2-NH1",1.2890651134273,"OR2","OR2","NH","1",NA,19.8,"18","OR","ok",NA
"11078",2018-05-15,13.0426746177695,17666,6.5,5,6.107,39.0578753775555,9.91316633948109,"OR2-NH1",0.19448210212753,"OR2","OR2","NH","1",NA,6.5,"18","OR","ok",NA
"11080",2018-05-17,27.0326399434543,17668,20.6,18.9,16.548,387.787840559765,22.2336325059645,"OR2-NH1",3.6751449789236,"OR2","OR2","NH","1",NA,20.6,"18","OR","ok",NA
"11081",2018-05-19,10.3922045959194,17670,4.4,4,3.94,33.2126411363539,9.36622705480934,"OR2-NH1",0.028037295012312,"OR2","OR2","NH","1",NA,4.4,"18","OR","ok",NA
"11082",2018-05-21,4.654601485255,17672,6.7,0,3.152,77.873390750623,12.3530124921674,"OR2-NH1",0.19448210212753,"OR2","OR2","NH","1",NA,6.7,"18","OR","ok",NA
"11084",2018-05-24,29.6030254798034,17675,32.1,44.1,32.899,581.926143560739,31.5075957161056,"OR2-NH1",1.5898820030579,"OR2","OR2","NH","1",NA,32.1,"18","OR","ok",NA
"11090",2018-05-26,26.6300511111315,17677,18.5,19.6,14.381,378.445204620259,39.7240202321224,"OR2-NH1",1.331838120033,"OR2","OR2","NH","1",NA,18.5,"18","OR","ok",NA
"11099",2018-05-28,35.8023326582034,17679,40.6,45.9,35.46,305.189118762839,82.9024934119713,"OR2-NH1",15.905722504587,"OR2","OR2","NH","1",NA,40.6,"18","OR","ok",NA
"11106",2018-05-30,21.6270332739972,17681,15.8,15.4,13.199,168.326766650481,40.6388965546955,"OR2-NH1",0.69616444018004,"OR2","OR2","NH","1",NA,15.8,"18","OR","ok",NA
"11107",2018-05-30,19.9120453309837,17681,3.7,4.8,3.152,77.873390750623,12.3530124921674,"OR2-NH1",0.028037295012312,"OR2","OR2","NH","1",NA,3.7,"18","OR","ok",NA
"11109",2018-06-02,7.72758348605009,17684,9.4,13.1,10.835,323.243546355272,19.3934885792236,"OR2-NH1",0.61222265758496,"OR2","OR2","NH","1",NA,9.4,"18","OR","ok",NA
"11110",2018-06-02,14.6801974883448,17684,7.5,4.5,4.728,136.713252883056,14.4578313116599,"OR2-NH1",0.52843073028599,"OR2","OR2","NH","1",NA,7.5,"18","OR","ok",NA
"11122",2018-06-09,7.98160599417144,17691,17.6,18.1,23.837,243.523763195867,69.9463177913758,"OR2-NH1",0.44477485373995,"OR2","OR2","NH","1",NA,17.6,"18","OR","ok",NA
"11128",2018-06-12,3.1871920176346,17694,2.8,3.4,3.743,33.2126411363539,13.1887583940302,"OR2-NH1",0.40299355894562,"OR2","OR2","NH","1",NA,2.8,"18","OR","ok",NA
"11131",2018-06-15,3.66164264515076,17697,4.2,2.8,3.94,84.8484039434011,14.2659338348872,"OR2-NH1",0.028037295012312,"OR2","OR2","NH","1",NA,4.2,"18","OR","ok",NA
"11138",2018-06-18,12.2266033067686,17700,12.2,13.7,12.214,152.3625233131,23.8524635228213,"OR2-NH1",0.44477485373995,"OR2","OR2","NH","1",NA,12.2,"18","OR","ok",NA
"11139",2018-06-19,6.78044409258519,17701,3,11.6,2.561,39.0578753775555,9.91316633948109,"OR2-NH1",0.028037295012312,"OR2","OR2","NH","1",NA,3,"18","OR","ok",NA
"11143",2018-06-22,14.2321737561598,17704,11.5,13.2,11.82,84.8484039434011,22.6605559572345,"OR2-NH1",0.23613775818533,"OR2","OR2","NH","1",NA,11.5,"18","OR","ok",NA
"11158",2018-06-26,11.6895956926207,17708,17.5,18.4,20.291,64.315648480686,34.8396508348311,"OR2-NH1",0.44477485373995,"OR2","OR2","NH","1",NA,17.5,"18","OR","ok",NA
"11163",2018-06-27,13.2607126559604,17709,2.3,2.5,2.561,8.12678491933897,5.31592405789986,"OR2-NH1",0,"OR2","OR2","NH","1",NA,2.3,"18","OR","ok",NA
"11171",2018-07-08,9.06118594368699,17720,10.6,10.5,11.229,136.713252883056,19.8534226905976,"OR2-NH1",0.2778149077139,"OR2","OR2","NH","1",NA,10.6,"18","OR","ok",NA
"11174",2018-07-09,8.00526817756402,17721,2,2.8,2.758,8.12678491933897,5.23625673686204,"OR2-NH1",0.23613775818533,"OR2","OR2","NH","1",NA,2,"18","OR","ok",NA
"11178",2018-07-11,16.4226967999067,17723,39.2,37.1,21.276,332.337954191291,25.2878275917413,"OR2-NH1",1.4605501465129,"OR2","OR2","NH","1",NA,39.2,"18","OR","ok",NA
"11182",2018-07-12,11.2450393352905,17724,1.6,2.5,7.486,184.583444960256,22.370997651141,"OR2-NH1",0.15284609422673,"OR2","OR2","NH","1",NA,1.6,"18","OR","ok",NA
"11183",2018-07-12,16.1156680446509,17724,5.5,27,5.122,64.315648480686,11.6598347499431,"OR2-NH1",0.11122787508139,"OR2","OR2","NH","1",NA,5.5,"18","OR","ok",NA
"11186",2018-07-17,4.14385767096932,17729,2.7,3.3,3.152,12.4404609585798,10.0179851589736,"OR2-NH1",0.15284609422673,"OR2","OR2","NH","1",NA,2.7,"18","OR","ok",NA
"11188",2018-07-17,3.70740911272739,17729,2.8,1.9,2.955,27.5951326069947,8.7946346145147,"OR2-NH1",0.19448210212753,"OR2","OR2","NH","1",NA,2.8,"18","OR","ok",NA
"11208",2018-07-21,43.9728978552482,17733,68.1,79.2,62.0549999999999,121.405261768548,91.3951821852119,"OR2-NH1",1.8505561933376,"OR2","OR2","NH","1",NA,68.1,"18","OR","ok",NA
"11215",2018-07-22,43.4390421972517,17734,10.9,15.6,11.426,39.0578753775555,38.0526778500917,"OR2-NH1",0.36124099799965,"OR2","OR2","NH","1",NA,10.9,"18","OR","ok",NA
"11218",2018-07-24,25.3346904939412,17736,10.1,23.6,12.411,106.469657675903,36.804494266231,"OR2-NH1",0.40299355894562,"OR2","OR2","NH","1",NA,10.1,"18","OR","ok",NA
"11227",2018-07-25,42.4363447681813,17737,37.1,62.1,29.156,369.141903837106,55.9305086995509,"OR2-NH1",2.7420607636499,"OR2","OR2","NH","1",NA,37.1,"18","OR","ok",NA
"11231",2018-07-26,43.5078210990032,17738,19.9,29.1,13.199,121.405261768548,17.7490086615319,"OR2-NH1",1.5898820030579,"OR2","OR2","NH","1",NA,19.9,"18","OR","ok",NA
"11241",2018-07-30,21.2295962176289,17742,9.5,14.4,35.066,121.405261768548,46.653242780685,"OR2-NH1",0.73819577949948,"OR2","OR2","NH","1",NA,9.5,"18","OR","ok",NA
"11253",2018-08-10,10.1181109868179,17753,20.4,27.6,26.595,252.178182096872,68.1131814978242,"OR2-NH1",0.48658665725765,"OR2","OR2","NH","1",NA,20.4,"18","OR","ok",NA
"11259",2018-08-11,11.0690478926766,17754,8.6,9.6,7.092,64.315648480686,30.8074818566251,"OR2-NH1",0.2778149077139,"OR2","OR2","NH","1",NA,8.6,"18","OR","ok",NA
"11275",2018-08-13,13.3444617272487,17756,19.1,11,11.426,27.5951326069947,47.1675118285437,"OR2-NH1",1.246355154618,"OR2","OR2","NH","1",NA,19.1,"18","OR","ok",NA
"11277",2018-08-13,13.0994678161985,17756,27,31.1,23.443,184.583444960256,27.2760314470883,"OR2-NH1",2.0259445078698,"OR2","OR2","NH","1",NA,27,"18","OR","ok",NA
"11279",2018-08-15,75.3991136980003,17758,69.3,82.5,55.3570000000002,1089.62263564403,22.8955335313925,"OR2-NH1",11.41640193581,"OR2","OR2","NH","1",NA,69.3,"18","OR","ok",NA
"11285",2018-08-17,51.0331031935434,17760,57.3,77.2,43.734,915.081316833394,58.1971850272494,"OR2-NH1",8.2852299410555,"OR2","OR2","NH","1",NA,57.3,"18","OR","ok",NA
"11298",2018-08-18,80.6849768942621,17761,32.4,58.7,32.702,234.924629460267,69.8882870286796,"OR2-NH1",11.090840588761,"OR2","OR2","NH","1",NA,32.4,"18","OR","ok",NA
"11300",2018-08-18,64.5661242143579,17761,2.1,2.5,1.97,33.2126411363539,9.40606071532825,"OR2-NH1",0.19448210212753,"OR2","OR2","NH","1",NA,2.1,"18","OR","ok",NA
"11304",2018-08-23,73.9361194483735,17766,80.8,99.7,69.5410000000002,819.050517971827,48.4231802109385,"OR2-NH1",16.674405880198,"OR2","OR2","NH","1",NA,80.8,"18","OR","ok",NA
"11307",2018-08-23,63.3482642579452,17766,1.9,1.2,2.364,22.2339568180658,9.65983474994306,"OR2-NH1",0.028037295012312,"OR2","OR2","NH","1",NA,1.9,"18","OR","ok",NA
"11309",2018-08-25,33.7346657586097,17768,5.6,5.7,4.137,22.2339568180658,14.376578013081,"OR2-NH1",0.44477485373995,"OR2","OR2","NH","1",NA,5.6,"18","OR","ok",NA
"11313",2018-08-27,26.1361230525725,17770,21.7,33.2,17.927,234.924629460267,26.2224848810955,"OR2-NH1",4.7073084002773,"OR2","OR2","NH","1",NA,21.7,"18","OR","ok",NA
"11329",2018-08-31,24.6625447350342,17774,38.9,39.4,39.4,209.474746943865,89.578190637506,"OR2-NH1",4.6065281194815,"OR2","OR2","NH","1",NA,38.9,"18","OR","ok",NA
"11338",2018-09-04,33.5698564117952,17778,43.9,45.8,39.0059999999999,269.64712919339,46.4567884152684,"OR2-NH1",8.0480807400981,"OR2","OR2","NH","1",NA,43.9,"18","OR","ok",NA
"11347",2018-09-09,21.0563593313025,17783,35.1,38.5,28.959,387.787840559765,59.7444006989429,"OR2-NH1",4.757899983123,"OR2","OR2","NH","1",NA,35.1,"18","OR","ok",NA
"11349",2018-09-10,15.3126212600433,17784,4.5,6.8,3.546,33.2126411363539,9.40606071532825,"OR2-NH1",0.61222265758496,"OR2","OR2","NH","1",NA,4.5,"18","OR","ok",NA
"11352",2018-09-18,25.643505320798,17792,35.5,39.3,26.9889999999999,341.475882376013,18.1357101708693,"OR2-NH1",2.6058860821262,"OR2","OR2","NH","1",NA,35.5,"18","OR","ok",NA
"11355",2018-09-25,0.988404808957347,17799,5.7,5.2,3.546,57.7512221580353,16.4715543059478,"OR2-NH1",0.19448210212753,"OR2","OR2","NH","1",NA,5.7,"18","OR","ok",NA
"11362",2018-10-01,16.2198431920957,17805,21.7,33.2,33.884,776.915064546186,30.4124429947876,"OR2-NH1",1.676466418997,"OR2","OR2","NH","1",NA,21.7,"18","OR","ok",NA
"11363",2018-10-01,14.6040959841325,17805,31.4,24.9,29.353,925.851387799727,22.1686473469909,"OR2-NH1",9.8143847920398,"OR2","OR2","NH","1",NA,31.4,"18","OR","ok",NA
"11377",2018-10-11,19.6862459650232,17815,17.2,14.8,31.5199999999999,359.878709585797,47.6579068680145,"OR2-NH1",1.676466418997,"OR2","OR2","NH","1",NA,17.2,"18","OR","ok",NA
"11389",2018-10-23,15.5150643756011,17827,23.3,47.8,34.869,387.787840559765,54.425543554744,"OR2-NH1",4.4563579398123,"OR2","OR2","NH","1",NA,23.3,"18","OR","ok",NA
"11394",2018-10-24,47.3057896540405,17828,39,13.8,36.6419999999999,416.044472679179,35.6806403550968,"OR2-NH1",21.43203927213,"OR2","OR2","NH","1",NA,39,"18","OR","ok",NA
"11399",2018-10-28,10.5719428185879,17832,36.8,31.3,54.963,1696.17494932214,49.7065094353697,"OR2-NH1",20.454921103463,"OR2","OR2","NH","1",NA,36.8,"18","OR","ok",NA
"11410",2018-11-12,20.5607664255042,17847,33.2,40.6,37.233,341.475882376013,61.3307642920353,"OR2-NH1",9.0093618681729,"OR2","OR2","NH","1",NA,33.2,"18","OR","ok",NA
"13910",2017-03-18,0.000272591107739392,17243,83.331,NA,83.331,NA,NA,"OR2-NH2",NA,"OR2","OR2","NH","2",NA,83.331,"17","OR",NA,NA
"13912",2017-03-27,0.106019346414598,17252,5.6,4.3,7.289,64.315648480686,22.9349659795478,"OR2-NH2",0,"OR2","OR2","NH","2",NA,5.6,"17","OR","ok",NA
"13913",2017-03-29,1.86508735043131,17254,6.8,5,6.895,217.898449652148,16.2659338348872,"OR2-NH2",0.18,"OR2","OR2","NH","2",NA,6.8,"17","OR","ok",NA
"13921",2017-04-04,7.10979074805212,17260,34.5,37.2,36.839,454.228610682889,67.2384486842868,"OR2-NH2",2.4706229314214,"OR2","OR2","NH","2",NA,34.5,"17","OR","ok",NA
"13924",2017-04-16,1.53684008793969,17272,5.3,4.7,6.107,33.2126411363539,9.36622705480934,"OR2-NH2",0.06,"OR2","OR2","NH","2",NA,5.3,"17","OR","ok",NA
"13925",2017-04-17,1.07563167865764,17273,4.9,4.1,4.334,64.315648480686,11.6598347499431,"OR2-NH2",0.07,"OR2","OR2","NH","2",NA,4.9,"17","OR","ok",NA
"13927",2017-04-23,4.30367608310281,17279,4.8,5.4,4.531,51.3442822890529,10.8596197734883,"OR2-NH2",0.1,"OR2","OR2","NH","2",NA,4.8,"17","OR","ok",NA
"13929",2017-04-23,5.67587137620904,17279,40.6,42.6,31.126,724.747979555625,32.8030747159745,"OR2-NH2",3.1098600261568,"OR2","OR2","NH","2",NA,40.6,"17","OR","ok",NA
"13934",2017-04-28,8.69738056719315,17284,6.9,12.3,7.683,45.1079820778386,22.3742440880074,"OR2-NH2",0.1,"OR2","OR2","NH","2",NA,6.9,"17","OR","ok",NA
"13939",2017-05-11,0.727946024174173,17297,3.8,5.5,5.319,64.315648480686,23.5313914592442,"OR2-NH2",0,"OR2","OR2","NH","2",NA,3.8,"17","OR","ok",NA
"13944",2017-05-14,15.0085979044493,17300,27,27.9,32.702,397.169069393924,57.8110077179942,"OR2-NH2",1.1185885633298,"OR2","OR2","NH","2",NA,27,"17","OR","ok",NA
"13950",2017-05-16,88.2685319423654,17302,158.9,117.3,100.864,1994.51983162859,64.0114668604899,"OR2-NH2",18.219073394754,"OR2","OR2","NH","2",NA,158.9,"17","OR","ok",NA
"13965",2017-05-18,81.3490180093643,17304,36.1,34,49.053,168.326766650481,66.6731542569322,"OR2-NH2",0.90676307198418,"OR2","OR2","NH","2",NA,36.1,"17","OR","ok",NA
"13967",2017-05-21,24.2859978021793,17307,3,2.2,2.758,22.2339568180658,16.123246423543,"OR2-NH2",0,"OR2","OR2","NH","2",NA,3,"17","OR","ok",NA
"13969",2017-05-24,67.7615723648425,17310,68.7,74.1,65.4040000000001,2115.70547629854,32.007829698676,"OR2-NH2",7.1213581006054,"OR2","OR2","NH","2",NA,68.7,"17","OR","ok",NA
"13971",2017-05-26,40.2888074116544,17312,21.3,27.1,20.488,192.815244301084,28.1394251580495,"OR2-NH2",0.99133480462324,"OR2","OR2","NH","2",NA,21.3,"17","OR","ok",NA
"13977",2017-05-31,6.49638900327819,17317,6.2,5.7,5.713,39.0578753775555,27.764650516898,"OR2-NH2",0.09,"OR2","OR2","NH","2",NA,6.2,"17","OR","ok",NA
"13980",2017-06-03,2.24953754022858,17320,20.2,23.2,20.488,808.484129494656,25.2630932906439,"OR2-NH2",1.0336983252458,"OR2","OR2","NH","2",NA,20.2,"17","OR","ok",NA
"13988",2017-06-08,31.1979147844131,17325,52.5,42.3,40.7789999999999,359.878709585797,64.6769511930157,"OR2-NH2",5.6388954051375,"OR2","OR2","NH","2",NA,52.5,"17","OR","ok",NA
"13992",2017-06-10,23.1203736389271,17327,28.6,31.7,10.638,305.189118762839,21.2675528786657,"OR2-NH2",1.331838120033,"OR2","OR2","NH","2",NA,28.6,"17","OR","ok",NA
"13999",2017-06-13,34.286886769342,17330,31.2,35.3,28.959,662.926791896171,27.0872425714471,"OR2-NH2",1.676466418997,"OR2","OR2","NH","2",NA,31.2,"17","OR","ok",NA
"14008",2017-06-15,18.8681907116405,17332,8.1,6.5,6.895,12.4404609585798,9.43171055661483,"OR2-NH2",0.11122787508139,"OR2","OR2","NH","2",NA,8.1,"17","OR","ok",NA
"14018",2017-06-21,17.8480013385257,17338,25.3,23.8,20.094,642.518547185119,36.7886824689356,"OR2-NH2",1.246355154618,"OR2","OR2","NH","2",NA,25.3,"17","OR","ok",NA
"14021",2017-06-26,20.3000454516014,17343,21.4,30.9,28.171,359.878709585797,23.4245442171337,"OR2-NH2",1.0336983252458,"OR2","OR2","NH","2",NA,21.4,"17","OR","ok",NA
"14027",2017-06-27,32.7440345370743,17344,25.7,31.8,22.852,561.948911996241,36.2115038052632,"OR2-NH2",2.1141512537836,"OR2","OR2","NH","2",NA,25.7,"17","OR","ok",NA
"14030",2017-06-28,25.989129186758,17345,8.9,12.8,8.668,184.583444960256,28.0341943482862,"OR2-NH2",0.5703088195245,"OR2","OR2","NH","2",NA,8.9,"17","OR","ok",NA
"14037",2017-06-29,39.7738149381909,17346,26.4,33.8,26.004,622.213873136417,34.5805197797903,"OR2-NH2",1.331838120033,"OR2","OR2","NH","2",NA,26.4,"17","OR","ok",NA
"14040",2017-07-01,21.2649299883733,17348,7.9,6.9,7.092,22.2339568180658,8.0616232117715,"OR2-NH2",0.069625571202259,"OR2","OR2","NH","2",NA,7.9,"17","OR","ok",NA
"14051",2017-07-04,21.4342008715779,17351,26.5,27.6,25.61,350.656424102899,45.7588987468671,"OR2-NH2",1.8069152777529,"OR2","OR2","NH","2",NA,26.5,"17","OR","ok",NA
"14052",2017-07-05,12.7384231172899,17352,20.6,25.4,15.957,296.231120555643,17.4850147890239,"OR2-NH2",1.3746756534674,"OR2","OR2","NH","2",NA,20.6,"17","OR","ok",NA
"14061",2017-07-09,10.1395114387034,17356,5.1,6.6,5.516,4.32989849602564,9.89670820775583,"OR2-NH2",0.028037295012312,"OR2","OR2","NH","2",NA,5.1,"17","OR","ok",NA
"14075",2017-07-10,13.1282978389839,17357,13.5,17,16.351,184.583444960256,33.802209864924,"OR2-NH2",0.822387735486,"OR2","OR2","NH","2",NA,13.5,"17","OR","ok",NA
"14082",2017-07-13,85.0443537940911,17360,86.2,87.2,84.513,1359.40823975028,74.8203941930453,"OR2-NH2",10.066151580385,"OR2","OR2","NH","2",NA,86.2,"17","OR","ok",NA
"14095",2017-07-15,86.4149172154722,17362,118.8,124,69.5409999999999,454.228610682889,87.3035953513242,"OR2-NH2",13.900399755595,"OR2","OR2","NH","2",NA,118.8,"17","OR","ok",NA
"14114",2017-07-19,66.1098089208186,17366,68.2,67,102.44,683.436049442785,152.017595397387,"OR2-NH2",11.914228645602,"OR2","OR2","NH","2",NA,68.2,"17","OR","ok",NA
"14119",2017-07-20,44.813597723918,17367,6.2,7.8,6.501,27.5951326069947,17.5745870669652,"OR2-NH2",0.19448210212753,"OR2","OR2","NH","2",NA,6.2,"17","OR","ok",NA
"14130",2017-07-22,44.8192903636411,17369,29.2,30.6,30.141,444.629971463633,58.4938470596163,"OR2-NH2",3.1563297118487,"OR2","OR2","NH","2",NA,29.2,"17","OR","ok",NA
"14138",2017-07-23,40.7899931950385,17370,8.9,15.2,17.533,260.886430949973,34.647502927763,"OR2-NH2",1.2037067504852,"OR2","OR2","NH","2",NA,8.9,"17","OR","ok",NA
"14144",2017-07-25,38.9041405710684,17372,26.1,29.8,23.64,444.629971463633,43.0167023029144,"OR2-NH2",5.5859629594961,"OR2","OR2","NH","2",NA,26.1,"17","OR","ok",NA
"14146",2017-07-28,8.97828476792272,17375,58.9,31.8,39.597,1257.20693273136,25.020734788883,"OR2-NH2",16.481999145011,"OR2","OR2","NH","2",NA,58.9,"17","OR","ok",NA
"14150",2017-08-01,21.9266455117393,17379,18.9,25.1,20.488,683.436049442785,37.7153309434196,"OR2-NH2",4.3569055640012,"OR2","OR2","NH","2",NA,18.9,"17","OR","ok",NA
"14170",2017-08-08,44.8159043312718,17386,79.4,77.3,67.5709999999999,735.135427977163,67.5311061482952,"OR2-NH2",17.252546338006,"OR2","OR2","NH","2",NA,79.4,"17","OR","ok",NA
"14177",2017-08-11,43.9528737647205,17389,35.6,38,37.627,463.861339847905,47.3868976532571,"OR2-NH2",7.8130959527569,"OR2","OR2","NH","2",NA,35.6,"17","OR","ok",NA
"14188",2017-08-15,29.525599133259,17393,31.3,42.5,28.368,552.003308180658,25.2361977865694,"OR2-NH2",7.7546909317516,"OR2","OR2","NH","2",NA,31.3,"17","OR","ok",NA
"14193",2017-08-16,73.3199464463213,17394,62.5,66.6,55.3570000000002,872.197717949818,36.9875754756103,"OR2-NH2",15.905722504587,"OR2","OR2","NH","2",NA,62.5,"17","OR","ok",NA
"14200",2017-08-20,29.3574556459633,17398,33.8,22.7,35.657,1100.68151191264,55.92439779519,"OR2-NH2",10.192721833361,"OR2","OR2","NH","2",NA,33.8,"17","OR","ok",NA
"14206",2017-08-22,20.4431124667058,17400,7.4,7.5,10.835,45.1079820778386,20.7211119368258,"OR2-NH2",1.1611183938209,"OR2","OR2","NH","2",NA,7.4,"17","OR","ok",NA
"14215",2017-08-25,31.7762097356974,17403,60.8,66.4,40.385,1122.84942302216,29.2163472528359,"OR2-NH2",20.650116136786,"OR2","OR2","NH","2",NA,60.8,"17","OR","ok",NA
